LDA_Component_1;LDA_Component_2;type;id_code
-3.598.519.965.732.890;17.361.260.465.018.200;Mild;eb175669d789_preprocessed.png
-35.985.199.657.332.200;1.736.126.046.501.850;Mild;eb1ad14dd281_preprocessed.png
2.689.276.261.686.450;-0.6315071353301265;Normal;eb1d37b71fd1_preprocessed.png
26.892.762.616.859.500;-0.6315071353300032;Normal;eb32a815f78c_preprocessed.png
2.689.276.261.686.560;-0.6315071353299733;Normal;eb6b1f1c09db_preprocessed.png
-9.873.542.715.442.260;-30.890.312.475.672.000;Moderate;eba3acc42197_preprocessed.png
2.689.276.261.686.400;-0.6315071353300878;Normal;ebd96d853918_preprocessed.png
-9.873.542.715.442.450;-3.089.031.247.567.190;Moderate;ebe0175e530c_preprocessed.png
2.689.276.261.686.480;-0.6315071353302057;Normal;ebf4b22240f4_preprocessed.png
-9.873.542.715.442.650;-30.890.312.475.672.500;Moderate;ec01f0862669_preprocessed.png
26.892.762.616.863.900;-0.631507135330025;Normal;ec0c9f817b03_preprocessed.png
-9.873.542.715.442.700;-30.890.312.475.672.400;Moderate;ec363f48867b_preprocessed.png
2.689.276.261.686.490;-0.6315071353299451;Normal;ec4649213ccf_preprocessed.png
5.154.288.518.982.510;-0.5373155060162579;Severe;ec57cc20d776_preprocessed.png
2.689.276.261.686.460;-0.6315071353301043;Normal;ec6659926105_preprocessed.png
26.892.762.616.865.200;-0.631507135330044;Normal;ec6f1797a25a_preprocessed.png
26.892.762.616.865.800;-0.631507135330193;Normal;ecad6845f630_preprocessed.png
26.892.762.616.862.300;-0.6315071353300143;Normal;ecb4500285ed_preprocessed.png
26.892.762.616.863.400;-0.6315071353300636;Normal;ed246ae1ed08_preprocessed.png
5.154.288.518.983.000;-0.5373155060165213;Severe;ed2c06fcc573_preprocessed.png
2.689.276.261.686.700;-0.6315071353300745;Normal;ed2c52c14493_preprocessed.png
-9.873.542.715.442.400;-30.890.312.475.670.900;Moderate;ed2ef440d22c_preprocessed.png
2.689.276.261.686.620;-0.6315071353300012;Normal;ed3a0fc5b546_preprocessed.png
2.689.276.261.686.530;-0.6315071353299904;Normal;ed3ce1674761_preprocessed.png
5.154.288.518.983.150;-0.5373155060164062;Severe;ed648b9bcd95_preprocessed.png
0.5466969186737121;-2.971.546.192.841.180;Proliferative;ed6704e3b72e_preprocessed.png
-9.873.542.715.442.510;-3.089.031.247.567.240;Moderate;ed6bd9293a89_preprocessed.png
-9.873.542.715.442.360;-3.089.031.247.567.120;Moderate;ed88faaa325a_preprocessed.png
-3.598.519.965.732.790;1.736.126.046.501.840;Mild;eda1d75cbcf0_preprocessed.png
268.927.626.168.663;-0.631507135330016;Normal;eda29a9d78f3_preprocessed.png
-987.354.271.544.254;-30.890.312.475.672.900;Moderate;edceb0657d77_preprocessed.png
-3.598.519.965.732.990;17.361.260.465.018.300;Mild;ee02294cc3d9_preprocessed.png
26.892.762.616.863.800;-0.6315071353301112;Normal;ee059945b08a_preprocessed.png
-9.873.542.715.442.360;-3.089.031.247.567.280;Moderate;ee1ec90b980f_preprocessed.png
-359.213.322.687.795;-1.860.269.191.448.670;Moderate;ee2c2a5f7d0e_preprocessed.png
-9.873.542.715.442.170;-30.890.312.475.672.800;Moderate;ee36ca728641_preprocessed.png
26.892.762.616.866.900;-0.6315071353299371;Normal;ee3f5cf52188_preprocessed.png
-9.873.542.715.441.860;-30.890.312.475.673.600;Moderate;ee3fe7809e6a_preprocessed.png
2.689.276.261.686.360;-0.6315071353299717;Normal;ee6e39319b39_preprocessed.png
-987.354.271.544.257;-3.089.031.247.567.340;Moderate;ee74c3b177e0_preprocessed.png
-35.985.199.657.335.100;17.361.260.465.018.600;Mild;ee77763a6afb_preprocessed.png
26.892.762.616.865.300;-0.631507135330149;Normal;ee78ce914066_preprocessed.png
2.689.276.261.686.710;-0.6315071353298634;Normal;eeaea2c5ff34_preprocessed.png
2.689.276.261.686.330;-0.6315071353302084;Normal;eeb231c3ef1f_preprocessed.png
26.892.762.616.866.000;-0.6315071353298833;Normal;eebd1e195952_preprocessed.png
2.689.276.261.686.370;-0.6315071353300827;Normal;eed4afc8ec83_preprocessed.png
26.892.762.616.866.600;-0.6315071353301378;Normal;eedae6b28f96_preprocessed.png
5.154.288.518.983.030;-0.5373155060163765;Severe;ef247f28004f_preprocessed.png
-9.873.542.715.443.110;-30.890.312.475.669.500;Moderate;ef26625121b3_preprocessed.png
26.892.762.616.861.200;-0.6315071353300016;Normal;ef4121e9bb67_preprocessed.png
5.154.288.518.982.720;-0.5373155060163605;Severe;ef476be214d4_preprocessed.png
26.892.762.616.863.800;-0.6315071353300181;Normal;ef48780f5d5f_preprocessed.png
0.546696918673049;-29.715.461.928.409.800;Proliferative;ef5155990874_preprocessed.png
-9.873.542.715.443.010;-3.089.031.247.567.150;Moderate;ef7a4ed8d5d1_preprocessed.png
26.892.762.616.861.100;-0.6315071353300736;Normal;ef7eb85b75fc_preprocessed.png
0.5466969186731612;-29.715.461.928.410.800;Proliferative;ef8109305128_preprocessed.png
268.927.626.168.649;-0.6315071353299938;Normal;ef81cd8854cb_preprocessed.png
2.689.276.261.686.290;-0.6315071353299739;Normal;ef8c39eb9157_preprocessed.png
26.892.762.616.866.700;-0.6315071353302568;Normal;ef99c499d665_preprocessed.png
5.154.288.518.982.850;-0.5373155060166656;Severe;efff2f1a35f5_preprocessed.png
-987.354.271.544.221;-3.089.031.247.567.220;Moderate;f002ce614c59_preprocessed.png
26.892.762.616.860.700;-0.6315071353299566;Normal;f0098e9d4aee_preprocessed.png
0.5466969186729249;-2.971.546.192.840.850;Proliferative;f00ce9b9d6f4_preprocessed.png
-9.873.542.715.442.580;-3.089.031.247.567.240;Moderate;f02057c41256_preprocessed.png
26.892.762.616.863.300;-0.6315071353300442;Normal;f025f33b2c9b_preprocessed.png
-98.735.427.154.425;-3.089.031.247.567.250;Moderate;f0267c42907c_preprocessed.png
26.892.762.616.864.400;-0.631507135329993;Normal;f02956bd7c50_preprocessed.png
-9.873.542.715.442.860;-3.089.031.247.567.250;Moderate;f02babb3a023_preprocessed.png
26.892.762.616.864.300;-0.6315071353302026;Normal;f03d3c4ce7fb_preprocessed.png
2.689.276.261.686.160;-0.6315071353300346;Normal;f0546a45ef10_preprocessed.png
-35.921.332.268.778.700;-18.602.691.914.486.300;Moderate;f066db7a2efe_preprocessed.png
-3.598.519.965.732.740;1.736.126.046.501.850;Mild;f06e7a9df795_preprocessed.png
-9.873.542.715.441.950;-3.089.031.247.567.320;Moderate;f0800723bc63_preprocessed.png
26.892.762.616.861.000;-0.6315071353299877;Normal;f080a22008be_preprocessed.png
5.154.288.518.983.000;-0.5373155060166066;Severe;f0860c21533b_preprocessed.png
-35.985.199.657.327.800;1.736.126.046.501.830;Mild;f092febbf5c0_preprocessed.png
-987.354.271.544.245;-30.890.312.475.671.800;Moderate;f09cfc6a4dbd_preprocessed.png
26.892.762.616.862.900;-0.6315071353300983;Normal;f09fd9433dff_preprocessed.png
26.892.762.616.864.800;-0.6315071353300596;Normal;f0a2dc580009_preprocessed.png
-9.873.542.715.442.480;-3.089.031.247.567.270;Moderate;f0c0f7b5e820_preprocessed.png
2.689.276.261.686.800;-0.6315071353300146;Normal;f0c13be90519_preprocessed.png
-9.873.542.715.442.310;-30.890.312.475.673.800;Moderate;f0e1201b5c1f_preprocessed.png
2.689.276.261.686.450;-0.6315071353300575;Normal;f0f89314e860_preprocessed.png
26.892.762.616.865.500;-0.6315071353302297;Normal;f18abfa690ab_preprocessed.png
-987.354.271.544.282;-30.890.312.475.672.300;Moderate;f1979147aad4_preprocessed.png
-6.736.031.340.587.870;7.136.114.608.725.550;Moderate;f1a761c68559_preprocessed.png
-9.873.542.715.442.890;-3.089.031.247.567.160;Moderate;f1d719c97838_preprocessed.png
-9.873.542.715.442.710;-30.890.312.475.673.300;Moderate;f1dc26c4bfa3_preprocessed.png
0.5466969186729707;-29.715.461.928.410.700;Proliferative;f2094a20b275_preprocessed.png
-35.985.199.657.329.600;17.361.260.465.018.600;Mild;f233638e0e90_preprocessed.png
-359.213.322.687.809;-18.602.691.914.487.800;Normal;f23902998c21_preprocessed.png
2.689.276.261.686.580;-0.6315071353299617;Normal;f252046c0fe6_preprocessed.png
-3.598.519.965.733.100;17.361.260.465.018.400;Mild;f26b02ead915_preprocessed.png
26.892.762.616.865.900;-0.6315071353300341;Normal;f298b7d05958_preprocessed.png
-35.985.199.657.332.600;17.361.260.465.018.400;Mild;f2c0b41acd05_preprocessed.png
26.892.762.616.870.200;-0.631507135330142;Normal;f2d2a0c92034_preprocessed.png
26.892.762.616.869.600;-0.6315071353301872;Normal;f2ee81781411_preprocessed.png
268.927.626.168.626;-0.631507135329731;Normal;f2f569a64949_preprocessed.png
-9.873.542.715.443.120;-3.089.031.247.567.370;Moderate;f30f203ef51e_preprocessed.png
26.892.762.616.858.700;-0.6315071353300314;Normal;f35d80bb1a22_preprocessed.png
51.542.885.189.831.600;-0.5373155060167374;Severe;f361060eda3e_preprocessed.png
-9.873.542.715.442.710;-30.890.312.475.673.000;Moderate;f366fb1cc475_preprocessed.png
2.689.276.261.686.340;-0.6315071353301498;Normal;f36cb007a1ef_preprocessed.png
-9.873.542.715.442.270;-30.890.312.475.673.900;Moderate;f3a268d2726d_preprocessed.png
-3.598.519.965.732.710;17.361.260.465.018.300;Mild;f3a4751af42e_preprocessed.png
-6.736.031.340.587.620;7.136.114.608.725.510;Mild;f3a88d3026dc_preprocessed.png
26.892.762.616.865.800;-0.631507135330036;Normal;f3b27ac2d371_preprocessed.png
-3.598.519.965.733.280;1.736.126.046.501.850;Mild;f3b6b7ca1eb1_preprocessed.png
-9.873.542.715.442.710;-308.903.124.756.727;Moderate;f3bb996b45ce_preprocessed.png
-3.598.519.965.733.400;17.361.260.465.018.300;Mild;f3cd489acbee_preprocessed.png
-35.985.199.657.327.300;17.361.260.465.018.200;Mild;f42b693a9414_preprocessed.png
-35.985.199.657.332.800;17.361.260.465.018.300;Mild;f431f2e119d7_preprocessed.png
-9.873.542.715.442.370;-30.890.312.475.672.800;Moderate;f451eee2b66b_preprocessed.png
-9.873.542.715.442.420;-3.089.031.247.567.370;Moderate;f45f1485c940_preprocessed.png
-987.354.271.544.239;-3.089.031.247.567.110;Moderate;f460608cf4cc_preprocessed.png
-987.354.271.544.222;-30.890.312.475.673.600;Moderate;f47a2a4a0411_preprocessed.png
-3.598.519.965.732.830;1.736.126.046.501.830;Mild;f481f76a6b75_preprocessed.png
-9.873.542.715.442.060;-3.089.031.247.567.230;Moderate;f48241b0c995_preprocessed.png
-9.873.542.715.442.220;-3.089.031.247.567.240;Moderate;f4874247ede6_preprocessed.png
2.689.276.261.686.050;-0.6315071353300588;Normal;f4c7ae514c54_preprocessed.png
2.689.276.261.686.660;-0.6315071353300633;Normal;f4d3169b468a_preprocessed.png
26.892.762.616.866.000;-0.6315071353300326;Normal;f4d3777f2710_preprocessed.png
-35.985.199.657.330.800;17.361.260.465.018.300;Mild;f4de9620e3f2_preprocessed.png
-9.873.542.715.442.250;-3.089.031.247.567.520;Moderate;f4df3d86688d_preprocessed.png
2.689.276.261.686.630;-0.6315071353301647;Normal;f4e68b61f480_preprocessed.png
26.892.762.616.866.200;-0.6315071353301807;Normal;f4ea2a2cfbb9_preprocessed.png
26.892.762.616.863.400;-0.6315071353300269;Normal;f531232ecb55_preprocessed.png
2.689.276.261.686.480;-0.6315071353300765;Normal;f549294e12e1_preprocessed.png
-35.985.199.657.328.700;17.361.260.465.018.400;Mild;f55e1d2a19e4_preprocessed.png
26.892.762.616.861.100;-0.631507135330013;Normal;f5650eb52640_preprocessed.png
0.5466969186732411;-29.715.461.928.409.900;Proliferative;f56ff0440ed1_preprocessed.png
-9.873.542.715.442.700;-3.089.031.247.567.310;Moderate;f5733f77273d_preprocessed.png
2.689.276.261.686.480;-0.631507135330148;Normal;f576e45d1da2_preprocessed.png
-9.873.542.715.442.070;-3.089.031.247.567.070;Moderate;f57cf3b6f48e_preprocessed.png
2.689.276.261.686.150;-0.6315071353299766;Normal;f580566e27f5_preprocessed.png
-9.873.542.715.442.280;-30.890.312.475.673.100;Moderate;f583a722434c_preprocessed.png
0.5466969186732134;-2.971.546.192.840.980;Proliferative;f58cdfa968be_preprocessed.png
26.892.762.616.863.000;-0.6315071353300025;Normal;f58d37d48e42_preprocessed.png
-9.873.542.715.442.970;-3.089.031.247.567.310;Moderate;f58f0b2fd718_preprocessed.png
-0.4546218520232;8.364.876.664.844;Mild;f5a8c6426a71_preprocessed.png
-9.873.542.715.442.200;-30.890.312.475.672.900;Moderate;f5c953bee7cd_preprocessed.png
0.5466969186731586;-29.715.461.928.409.600;Proliferative;f5e6226bd2e0_preprocessed.png
2.689.276.261.686.500;-0.6315071353302233;Normal;f5e9a307288c_preprocessed.png
-9.873.542.715.442.350;-30.890.312.475.673.100;Moderate;f61bf44c677c_preprocessed.png
-3.598.519.965.733.100;1.736.126.046.501.860;Mild;f62b8a076833_preprocessed.png
26.892.762.616.863.700;-0.6315071353300373;Normal;f633c474e8b8_preprocessed.png
-9.873.542.715.442.470;-3.089.031.247.567.190;Moderate;f64214bed40e_preprocessed.png
-9.873.542.715.442.930;-30.890.312.475.672.400;Moderate;f64b6e85f1c9_preprocessed.png
2.689.276.261.686.600;-0.6315071353300792;Normal;f66c4ee86629_preprocessed.png
2.689.276.261.687.190;-0.6315071353299433;Normal;f68690db78d3_preprocessed.png
268.927.626.168.674;-0.6315071353300432;Normal;f69400b316a7_preprocessed.png
26.892.762.616.863.600;-0.6315071353300692;Normal;f69835dc7c50_preprocessed.png
26.892.762.616.863.600;-0.631507135330119;Normal;f6d760566a51_preprocessed.png
-3.592.133.226.878.000;-18.602.691.914.485.700;Moderate;f6f3ea0d2693_preprocessed.png
268.927.626.168.636;-0.631507135329952;Normal;f6f433f3306f_preprocessed.png
-9.873.542.715.442.340;-3.089.031.247.567.260;Moderate;f6f7dba7104d_preprocessed.png
-3.598.519.965.732.600;17.361.260.465.018.300;Mild;f7116e7b2f4e_preprocessed.png
26.892.762.616.869.700;-0.6315071353301223;Normal;f71333204618_preprocessed.png
-9.873.542.715.441.990;-30.890.312.475.670.800;Moderate;f71aca5a7dc3_preprocessed.png
0.5466969186730237;-29.715.461.928.411.000;Proliferative;f71bea807c96_preprocessed.png
26.892.762.616.861.300;-0.6315071353301396;Normal;f72adcac5638_preprocessed.png
-359.851.996.573.275;17.361.260.465.018.300;Mild;f72ef9ceeaa8_preprocessed.png
2.689.276.261.686.180;-0.6315071353298705;Normal;f7508f14dd7b_preprocessed.png
268.927.626.168.668;-0.6315071353300641;Normal;f762c272c522_preprocessed.png
0.5466969186732207;-2.971.546.192.841.150;Proliferative;f7735b6d47f7_preprocessed.png
26.892.762.616.865.800;-0.6315071353301458;Normal;f7defe70afc3_preprocessed.png
0.5466969186733075;-29.715.461.928.411.700;Proliferative;f7e9fa75c7c1_preprocessed.png
-14.983.300.640.231.100;-14.506.818.394.091.400;Moderate;f7edc074f06b_preprocessed.png
5.154.288.518.982.270;-0.5373155060165575;Severe;f7fec8935126_preprocessed.png
26.892.762.616.867.300;-0.6315071353302264;Normal;f80118bbda18_preprocessed.png
2.689.276.261.686.350;-0.6315071353299317;Normal;f819c65b803c_preprocessed.png
-9.873.542.715.442.150;-30.890.312.475.671.500;Moderate;f8372e80f731_preprocessed.png
2.689.276.261.686.130;-0.631507135330123;Normal;f850cb51fdba_preprocessed.png
-9.873.542.715.442.240;-30.890.312.475.671.200;Moderate;f85c78201a50_preprocessed.png
26.892.762.616.865.500;-0.6315071353299753;Normal;f85fd4fac887_preprocessed.png
-9.873.542.715.442.210;-30.890.312.475.672.300;Moderate;f86d1c404acb_preprocessed.png
26.892.762.616.862.700;-0.6315071353300269;Normal;f8cf7ed8ef00_preprocessed.png
-35.985.199.657.329.400;17.361.260.465.018.200;Mild;f8d62557ad0c_preprocessed.png
-9.873.542.715.442.480;-30.890.312.475.672.300;Moderate;f8f5942b690e_preprocessed.png
0.5466969186731083;-2.971.546.192.841.020;Proliferative;f8fc411092c7_preprocessed.png
-35.985.199.657.333.800;17.361.260.465.018.400;Mild;f901d460517c_preprocessed.png
2.689.276.261.686.370;-0.6315071353300008;Normal;f90f8931a9bc_preprocessed.png
-3.592.133.226.878.060;-18.602.691.914.484.900;Normal;f9156aeffc5e_preprocessed.png
26.892.762.616.861.600;-0.6315071353300596;Normal;f91cfa82b9d4_preprocessed.png
2.689.276.261.686.650;-0.6315071353298576;Normal;f920ccd926db_preprocessed.png
-35.985.199.657.327.800;17.361.260.465.018.400;Mild;f952ad2e4356_preprocessed.png
2.689.276.261.686.210;-0.6315071353300473;Normal;f994a3b07935_preprocessed.png
2.689.276.261.686.350;-0.6315071353300183;Normal;f999c6921e6d_preprocessed.png
26.892.762.616.865.500;-0.6315071353301223;Normal;f9aa35187bf3_preprocessed.png
26.892.762.616.867.600;-0.6315071353301063;Normal;f9d52509c571_preprocessed.png
5.154.288.518.982.780;-0.5373155060164071;Severe;f9d8ff3e6592_preprocessed.png
26.892.762.616.865.700;-0.6315071353300397;Normal;f9e1c439d4c8_preprocessed.png
515.428.851.898.254;-0.5373155060164587;Severe;f9e779a13204_preprocessed.png
-673.603.134.058.769;7.136.114.608.725.510;Mild;f9ecf1795804_preprocessed.png
2.689.276.261.686.420;-0.63150713532993;Normal;fa0c87bd75ce_preprocessed.png
16.179.865.901.797.100;-18.015.266.640.854.400;Proliferative;fa3e544a7401_preprocessed.png
-3.598.519.965.732.570;1.736.126.046.501.830;Mild;fa573163dd8b_preprocessed.png
5.154.288.518.983.150;-0.537315506016563;Severe;fa59221cf464_preprocessed.png
-9.873.542.715.442.810;-30.890.312.475.671.900;Moderate;6f923b60934b_preprocessed.png
0.5466969186732652;-2.971.546.192.840.900;Proliferative;6fb656d506b2_preprocessed.png
-9.873.542.715.442.410;-3.089.031.247.567.320;Moderate;6fbaaf8eb67a_preprocessed.png
-987.354.271.544.226;-3.089.031.247.567.370;Moderate;6fe4751a3b42_preprocessed.png
-9.873.542.715.442.630;-3.089.031.247.567.240;Moderate;6fe67482bfae_preprocessed.png
26.892.762.616.862.400;-0.6315071353300867;Normal;6fe67fd7f5d1_preprocessed.png
33.055.293.260.105.500;-0.607959228001743;Severe;7005be54cab1_preprocessed.png
26.892.762.616.865.200;-0.6315071353301036;Normal;702de9dcde32_preprocessed.png
2.689.276.261.686.540;-0.6315071353300787;Normal;705f508d1e42_preprocessed.png
-987.354.271.544.239;-30.890.312.475.673.900;Moderate;709784f7fcc2_preprocessed.png
-9.873.542.715.442.710;-3.089.031.247.567.310;Moderate;70d0392397de_preprocessed.png
-35.921.332.268.778.700;-18.602.691.914.486.300;Moderate;70d657f8f503_preprocessed.png
268.927.626.168.652;-0.6315071353300468;Normal;70ed3ec68b94_preprocessed.png
1.617.986.590.179.630;-18.015.266.640.855.300;Proliferative;70f5caf5f305_preprocessed.png
268.927.626.168.614;-0.6315071353301084;Normal;7102f29e052e_preprocessed.png
2.689.276.261.686.770;-0.631507135330143;Normal;710b05a96e0f_preprocessed.png
26.892.762.616.867.700;-0.6315071353299697;Normal;7116128c65ab_preprocessed.png
2.689.276.261.686.720;-0.6315071353300339;Normal;711d1480d2e3_preprocessed.png
-35.985.199.657.328.600;17.361.260.465.018.200;Mild;7131bf4c9e6f_preprocessed.png
26.892.762.616.861.800;-0.6315071353299759;Normal;7179f85bfd6f_preprocessed.png
-9.873.542.715.442.470;-308.903.124.756.759;Moderate;71a39c660432_preprocessed.png
-3.592.133.226.877.640;-18.602.691.914.487.200;Normal;71c1a3cdbe47_preprocessed.png
26.892.762.616.862.000;-0.6315071353299495;Normal;71c22da3d6c6_preprocessed.png
-9.873.542.715.442.520;-3.089.031.247.567.340;Moderate;71e4130bf5c8_preprocessed.png
-9.873.542.715.442.740;-30.890.312.475.673.000;Moderate;71e43b4f8ba6_preprocessed.png
-9.873.542.715.442.660;-30.890.312.475.672.600;Moderate;71f6a6e4620a_preprocessed.png
268.927.626.168.615;-0.6315071353299526;Normal;720b5f62ce80_preprocessed.png
26.892.762.616.861.100;-0.6315071353299969;Normal;721214151233_preprocessed.png
0.5466969186727089;-29.715.461.928.407.900;Proliferative;7214fc7cbe03_preprocessed.png
26.892.762.616.867.200;-0.6315071353301317;Normal;7247a2c97f71_preprocessed.png
-4.663.422.898.384.280;-30.302.887.202.042.200;Moderate;72595230840c_preprocessed.png
0.546696918672787;-2.971.546.192.840.830;Proliferative;72606afaf3da_preprocessed.png
-9.873.542.715.441.770;-3.089.031.247.567.050;Moderate;7269a1d84a57_preprocessed.png
2.689.276.261.686.580;-0.631507135330194;Normal;726dff37edc0_preprocessed.png
26.892.762.616.864.500;-0.6315071353300136;Normal;7270367410a1_preprocessed.png
0.5466969186732178;-2.971.546.192.841.000;Proliferative;72a867980067_preprocessed.png
26.892.762.616.866.200;-0.6315071353301666;Normal;72c31aa48e2c_preprocessed.png
-9.873.542.715.442.200;-30.890.312.475.672.200;Moderate;72d98188648f_preprocessed.png
26.892.762.616.867.000;-0.6315071353299171;Normal;731b19a460ad_preprocessed.png
26.892.762.616.865.900;-0.6315071353299869;Normal;7335a2d43ada_preprocessed.png
26.892.762.616.866.800;-0.6315071353301174;Normal;7347bd23ba80_preprocessed.png
26.892.762.616.864.800;-0.6315071353298336;Normal;7347f5133a6a_preprocessed.png
5.154.288.518.982.680;-0.5373155060164394;Severe;7350c50667c5_preprocessed.png
2.689.276.261.686.400;-0.631507135330061;Normal;7356dd08b0ae_preprocessed.png
2.689.276.261.686.480;-0.631507135330168;Normal;735836b1ffa6_preprocessed.png
-987.354.271.544.265;-30.890.312.475.673.100;Moderate;737ef6226677_preprocessed.png
2.689.276.261.686.550;-0.6315071353301773;Normal;73881f55a3ec_preprocessed.png
26.892.762.616.868.800;-0.6315071353300286;Normal;73a07e2ea23e_preprocessed.png
-987.354.271.544.243;-30.890.312.475.673.000;Moderate;73ba798fee25_preprocessed.png
-9.873.542.715.442.460;-3.089.031.247.567.340;Moderate;73d40ce06a67_preprocessed.png
-3.598.519.965.732.990;17.361.260.465.018.300;Mild;73e83a07a16d_preprocessed.png
2.689.276.261.686.580;-0.6315071353301032;Normal;73ef3c3dcbe4_preprocessed.png
2.689.276.261.686.120;-0.6315071353299945;Normal;74211a2b6dcf_preprocessed.png
5.154.288.518.982.650;-0.5373155060165973;Severe;7427dedafccf_preprocessed.png
-9.873.542.715.442.630;-30.890.312.475.671.500;Moderate;7435e9a3e36e_preprocessed.png
2.689.276.261.686.950;-0.6315071353301931;Normal;74418f620068_preprocessed.png
2.689.276.261.686.750;-0.6315071353300724;Normal;7455e2b5fc57_preprocessed.png
-9.873.542.715.442.330;-30.890.312.475.673.100;Moderate;74898f372d2b_preprocessed.png
0.5466969186729878;-29.715.461.928.408.500;Proliferative;74eee788edee_preprocessed.png
26.892.762.616.869.700;-0.6315071353301405;Normal;750e0168399d_preprocessed.png
-9.873.542.715.442.750;-3.089.031.247.567.210;Moderate;75238d945315_preprocessed.png
-0.45462185202318794;8.364.876.664.844.200;Mild;7525ebb3434d_preprocessed.png
26.892.762.616.866.300;-0.6315071353300612;Normal;7526c59c36d3_preprocessed.png
0.5466969186727486;-29.715.461.928.408.500;Proliferative;7526cf435753_preprocessed.png
26.892.762.616.867.000;-0.6315071353302188;Normal;75369248dba0_preprocessed.png
26.892.762.616.864.700;-0.6315071353300101;Normal;753b14c27c83_preprocessed.png
-0.4546218520231835;8.364.876.664.844.210;Mild;7550966ef777_preprocessed.png
26.892.762.616.865.600;-0.6315071353300659;Normal;7569ac24762e_preprocessed.png
26.892.762.616.863.900;-0.6315071353300301;Normal;756b0d6488bb_preprocessed.png
-9.873.542.715.442.470;-308.903.124.756.734;Moderate;757572337fd0_preprocessed.png
2.689.276.261.686.280;-0.6315071353300745;Normal;757e39293591_preprocessed.png
-3.598.519.965.733;17.361.260.465.018.300;Mild;75a071608ea6_preprocessed.png
2.689.276.261.686.270;-0.6315071353300736;Normal;75a4343b12f9_preprocessed.png
16.179.865.901.800.100;-18.015.266.640.853.300;Normal;75a7bc945b7d_preprocessed.png
-987.354.271.544.276;-30.890.312.475.673.700;Moderate;75c180e04f65_preprocessed.png
-9.873.542.715.442.770;-30.890.312.475.672.000;Moderate;75ed83dbccce_preprocessed.png
0.5466969186730695;-2.971.546.192.840.770;Proliferative;76095c338728_preprocessed.png
26.892.762.616.864.200;-0.6315071353300201;Normal;760b6f4c6d82_preprocessed.png
-35.985.199.657.325.200;1.736.126.046.501.820;Mild;762d6e5d5068_preprocessed.png
-3.598.519.965.732.890;17.361.260.465.018.200;Mild;7635921c5efb_preprocessed.png
-9.873.542.715.442.640;-30.890.312.475.672.500;Moderate;763ad1236efe_preprocessed.png
26.892.762.616.866.600;-0.6315071353300952;Normal;76516f828d88_preprocessed.png
2.689.276.261.686.340;-0.6315071353300827;Normal;7663aba8d762_preprocessed.png
26.892.762.616.862.100;-0.6315071353299531;Normal;767d777ee889_preprocessed.png
268.927.626.168.631;-0.6315071353299624;Normal;76b950c6ed5e_preprocessed.png
2.689.276.261.686.620;-0.6315071353301507;Normal;76bc31e0d3be_preprocessed.png
-3.598.519.965.732.810;17.361.260.465.018.300;Mild;76be29bb30b2_preprocessed.png
26.892.762.616.863.000;-0.6315071353301247;Normal;76c0c7e1b6cb_preprocessed.png
26.892.762.616.862.200;-0.6315071353299132;Normal;76cab26493f1_preprocessed.png
2.689.276.261.686.220;-0.631507135329977;Normal;76cb010f7aa0_preprocessed.png
26.892.762.616.868.000;-0.6315071353299397;Normal;76cfe8967f7d_preprocessed.png
2.689.276.261.686.960;-0.6315071353300516;Normal;76df141d966b_preprocessed.png
26.892.762.616.866.600;-0.6315071353298485;Normal;76e589911303_preprocessed.png
26.892.762.616.866.400;-0.6315071353301422;Normal;76e5b50f95a7_preprocessed.png
2.689.276.261.686.350;-0.6315071353299644;Normal;76e6a9238570_preprocessed.png
26.892.762.616.863.200;-0.6315071353298469;Normal;76f3473df8a6_preprocessed.png
2.689.276.261.686.460;-0.6315071353302235;Normal;76fe19ff64fb_preprocessed.png
26.892.762.616.925.500;-0.6315071353328396;Normal;772af553b8b7_preprocessed.png
26.892.762.616.863.000;-0.6315071353299367;Normal;7743f4e04a6d_preprocessed.png
-3.598.519.965.733.050;17.361.260.465.018.400;Mild;77543f66a84a_preprocessed.png
0.546696918673073;-29.715.461.928.411.000;Proliferative;77a1f1398fdb_preprocessed.png
26.892.762.616.863.600;-0.6315071353301485;Normal;77a9538b8362_preprocessed.png
-9.873.542.715.443.140;-30.890.312.475.671.200;Moderate;77ab222bf85c_preprocessed.png
-9.873.542.715.442.760;-3.089.031.247.567.430;Moderate;77acc2cafee1_preprocessed.png
26.892.762.616.863.900;-0.6315071353301807;Normal;77b7b71ebcc3_preprocessed.png
-9.873.542.715.443.080;-3.089.031.247.566.910;Moderate;77baa08a1345_preprocessed.png
-9.873.542.715.442.620;-3.089.031.247.567.090;Moderate;77e15f213b04_preprocessed.png
-6.736.031.340.587.980;713.611.460.872.558;Moderate;77e7c7a160c8_preprocessed.png
26.892.762.616.864.900;-0.631507135329971;Normal;77f69c7ff324_preprocessed.png
-35.985.199.657.327.500;1.736.126.046.501.840;Mild;780be525036d_preprocessed.png
-9.873.542.715.442.240;-30.890.312.475.675.500;Moderate;780f9c237c56_preprocessed.png
-35.985.199.657.334.200;17.361.260.465.018.200;Mild;780f9daaa24b_preprocessed.png
0.5466969186731113;-29.715.461.928.407.900;Proliferative;7828dd083cdc_preprocessed.png
26.892.762.616.862.200;-0.6315071353300148;Normal;7831ce1d895e_preprocessed.png
26.892.762.616.865.600;-0.6315071353301458;Normal;784d6d302f98_preprocessed.png
